Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2015, July 27). Bri IFSP Video Chapter 1 Introductions & Family Priorities [Video].YouTube. https://www.youtube.com/watch?v=LhbzZh27SZY","Bri IFSP Video Chapter 1 Introductions & Family Priorities: Introduces the family and team members, reviews the purpose of the IFSP meeting, highlights the role of the service coordinator, and includes strategies to ensure families are at the center of the IFSP meeting.",https://www.youtube.com/watch?v=ZDPM1tUie7A,8:02,2015,2.1,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 2.1 Levels of Development- Communication [Video]. YouTube. https://www.youtube.com/watch?v=cNpsFDdW_FE","Bri IFSP Video Chapter 2.1 Levels of Development-Communication: Illustrates a discussion of Bri's development, beginning with her language and  communication skills.  The practitioners highlight Bri's strengths and encourages the family's input, seating the family at the center of the development of the IFSP.",https://www.youtube.com/watch?v=cNpsFDdW_FE,9:10,2010,2.1,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 2.2 Levels of Development-Cognitive and Self-Help [Video]. YouTube. https://www.youtube.com/watch?v=-gXe_B0FY9M","Bri IFSP Video Chapter 2.2 Levels of Development-Cognitive and Self-Help: Illustrates a discussion about Bri's  cognitive development and self-help skills. The practitioners highlight Bri's strengths and encourages the family's input, seating the family at the center of the development of the IFSP.",https://www.youtube.com/watch?v=-gXe_B0FY9M,9:03,2010,2.1,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 10). Bri IFSP Video Chapter 2.3 Levels of Development- Motor and Social [Video]. YouTube. https://www.youtube.com/watch?v=9I4a7qHOJxo","Bri IFSP Video Chapter 2.3 Levels of Development-Motor and Social: Video 4 in a series of 10, illustrates a discussion about Bri's motor and social development. The practitioners highlight Bri's strengths and encourages the family's input, seating the family at the center of the development of the IFSP.",https://www.youtube.com/watch?v=9I4a7qHOJxo,9:59,2010,2.1,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 3.1 Child Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=cSX52lnYT7s","Bri IFSP Video Chapter 3.1 Child Outcomes: Illustrates the introduction of a discussion around child outcomes which include positive social-emotional skills, acquiring and using knowledge and skills, and taking appropriate actions to meet needs.",https://www.youtube.com/watch?v=cSX52lnYT7s,8:21,2010,2.3,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 3.2 Child Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=EHpwqywFN3o",Bri IFSP Video Chapter 3.2 Child Outcomes: Illustrates a discussion around the first two child outcomes - positive social-emotional skills and acquiring and using knowledge and skills. Use of collaborative strategies is highlighted. ,https://www.youtube.com/watch?v=EHpwqywFN3o,9:59,2010,3.2,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 3.3 Child Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=EHpwqywFN3o",Bri IFSP Video Chapter 3.3 Child Outcomes: Illustrates a discussion around the third child outcome - taking appropriate actions to meet needs. ,https://www.youtube.com/watch?v=dHcfL2DCimY,7:12,2010,3.2,,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 4.1 Family Centered Functional Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=ZnRP-bvNKUg",Bri IFSP Video Chapter 4.1 Family Centered Functional Outcomes: Illustrates a discussion identifying family-centered functional outcomes.,https://www.youtube.com/watch?v=ZnRP-bvNKUg,5:29,2010,2.3,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 4.2 Family Centered Functional Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=vCm6Nrgta7Q",Bri IFSP Video Chapter 4.2 Family Centered Functional Outcomes: Illustrates a discussion identifying strategies for meeting family-centered functional outcomes taking into account the families strengths and priorities. ,https://www.youtube.com/watch?v=vCm6Nrgta7Q,8:16,2010,2.3,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 4.3 Family Centered Functional Outcomes [Video]. YouTube. https://www.youtube.com/watch?v=GYg1nfe2vyE",Bri IFSP Video Chapter 4.3 Family Centered Functional Outcomes: Illustrates a discussion identifying strategies for meeting family-centered functional outcomes with a focus accessing community resources. ,https://www.youtube.com/watch?v=GYg1nfe2vyE,9:31,2010,2.2,F4,,
Teaming,Developing and Reviewing the IFSP,"EITP Illinois. (2010, November 9). Bri IFSP Video Chapter 5 Service Plan [Video]. YouTube. https://www.youtube.com/watch?v=NlqZBrXNoTM",Bri IFSP Video Chapter 5 Service Plan: Illustrates a discussion surrounding the development of the IFSP. ,https://www.youtube.com/watch?v=NlqZBrXNoTM,9:55,2010,2.3,F4,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 2: Setting Up for an IEP Meeting [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,Individualized Education Program (IEP) Basics: Video 2: Setting Up for an IEP Meeting: Illustrates the facilitators of the IEP meeting as they plan and set up the environment. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,2:01,,3.1,TC3,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 4: Beginning the Meeting [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,"Individualized Education Program (IEP) Basics: Video 4: Beginning the Meeting: Observe the facilitator of the IEP meeting as she sets up the environment, reviews the to-do-list, and informs participate of logistics. ",https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,0:45,,3.1,TC3,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 5: Generating Goals [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,Individualized Education Program (IEP) Basics: Video 5: Generating Goals: Illustrates the creation of goals for the IEP. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,4:23,,3.3,TC1,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 6: Signing the Individual Education Program [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,Individualized Education Program (IEP) Basics: Video 6: Signing the Individual Education Program: Observe the facilitator recap the meeting highlights before passing around the Individualized Education Program. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,1:28,,3.2,TC2,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 7: Informal Wrap Up [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,Individualized Education Program (IEP) Basics: Video 7: Informal Wrap Up: Observe the facilitator recap the meeting highlights before passing around the Individualized Education Program. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,1:28,,3.2,TC2,,
Teaming,IEP,Head Start Center for Inclusion. (n.d.). Individualized Education Program (IEP) Basics: Video 3: Roundtable Introductions at the Meeting [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,Individualized Education Program (IEP) Basics: Video 3: Roundtable Introductions at the Meeting: Demonstrates the introduction of attendees at an IEP meeting. ,https://eclkc.ohs.acf.hhs.gov/children-disabilities/article/individualized-education-program-iep-basics,1:14,,3.1,TC3,,
Teaming,Coaching,Head Start Early Childhood Learning and Knowledge Center. (n.d.). Practice-Based Coaching (PBC)[Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/professional-development/article/practice-based-coaching-pbc,Practice- Based Coaching (PBC): The Practice-Based Coaching (PBC) model starts with creating a strong partnership between the coach and education staff. Learn what collaborative coaching partnerships look like in action and what it takes to develop a strong partnership.,https://eclkc.ohs.acf.hhs.gov/professional-development/article/practice-based-coaching-pbc,3:38,,3.1,TC2,,
Teaming,Coaching,"Hemmeter, M.L. (2020, September 16). Coaching with Intention: Making the Most of the PBC Cycle [Video]. National Center for Pyramid Model Innovations. https://challengingbehavior.cbcs.usf.edu/Training/Webinar/archive/2020/09-16/2020-09-16-Coaching-With-Intention.html","Coaching with Intention: Making the Most of the PBC Cycle - Webinar: There are specific evidence-based practices for implementing Practice-Based Coaching (PBC). In addition, coaches must learn to provide different levels of support based on individual coachees’ needs.  For coaching to be effective, it must be delivered with fidelity. In this webinar, panelists discuss the tools you can use to ensure you are using PBC with fidelity.",https://challengingbehavior.cbcs.usf.edu/Training/Webinar/archive/2020/09-16/2020-09-16-Coaching-With-Intention.html,7:00,2020,3.2,,,
Teaming,Collaborating and Teaming ,Hilton/ Early Head Start Training Program. (2007). Collaboration and Teaming: Session 4: Building Effective Teams [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-4-building-effective-teams,Collaboration and Teaming: Session 4: Building Effective Teams: Illustrates examples of four skills necessary for successful teaming. Participants consider the characteristics of effective teams and generate ideas for creating successful teams in their own work.,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-4-building-effective-teams,10:45,2007,3.2,TC1,,
Teaming,Collaborating and Teaming with Families,Hilton/Early Head Start Foundation Training Program. (2007).  Including Infants and Toddlers with Disabilities: Session 9: Transition at Age 3 [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-9-transition-age-3,"Including Infants and Toddlers with Disabilities: Session 9: Transition at Age 3: The families' experiences and feelings about transition and how they collaborate with providers, despite differences among systems (such as early intervention and preschool special education and Early Head Start and Head Start), are shared.",https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-9-transition-age-3,6:23,2007,3.3,TR1 ,,
